번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
363,133750,메가엠디,168505,일반 교습 학원,"23,407,077","11,703,538,500","500",원(KRW),02-3489-8346,서울특별시 서초구 효령로 321 ,1460
364,235980,메드팩토,137001,자연과학 및 공학 연구개발업,"20,334,842","10,167,421,000","500",원(KRW),02-6938-0200,"서울특별시 서초구 명달로 92, 보림빌딩 ",1460
365,041920,메디아나,032701,의료용 기기 제조업,"8,650,496","4,325,248,000","500",원(KRW),033-742-5400,강원도 원주시 문막읍 동화공단로 132 ,1460
366,014100,메디앙스,032004,기타 화학제품 제조업,"11,800,000","5,900,000,000","500",원(KRW),02-6283-6790,서울특별시 강남구 논현로64길 4 5층~6층,1460
367,054180,메디콕스,033101,선박 및 보트 건조업,"43,760,276","21,880,138,000","500",원(KRW),02-3218-9500,서울특별시 강남구 논현로75길 10 영창빌딩 4층,1460
368,086900,메디톡스,032101,기초 의약물질 및 생물학적 제제 제조업,"5,977,449","2,988,724,500","500",원(KRW),043-217-1555,충청북도 청원군  오창읍 각리1길 78 (주)메디톡스,1460
369,078160,메디포스트,032101,기초 의약물질 및 생물학적 제제 제조업,"15,617,842","7,808,921,000","500",원(KRW),02-3465-6677,경기도 성남시 분당구 대왕판교로 644번길21 -,1460
370,065650,메디프론,074605,기계장비 및 관련 물품 도매업,"37,199,870","18,599,935,000","500",원(KRW),02-545-9277,"서울특별시 금천구 가산디지털1로 186 제에이동 제5층 제517호(가산동, 제이플라츠) ",1460
371,021880,메이슨캐피탈,116409,기타 금융업,"99,184,408","49,592,204,000","500",원(KRW),02-3440-1600,전라북도 전주시 완산구 기린대로 213 대우빌딩 14층 12호 ,1460
372,140410,메지온,137001,자연과학 및 공학 연구개발업,"8,892,706","4,446,353,000","500",원(KRW),02-560-8000,서울특별시 강남구 삼성로 570 석천빌딩 7층 ,1460
373,241770,메카로,032004,기타 화학제품 제조업,"10,102,240","5,301,120,000","500",원(KRW),031-646-4400,경기도 평택시 산단로121번길 89 (주)메카로 ,1460
374,059210,메타바이오메드,032103,의료용품 및 기타 의약 관련제품 제조업,"23,862,351","11,931,175,500","500",원(KRW),043-218-1981,충청북도 청주시 흥덕구  오송읍 오송생명1로 270 ,1460
375,327260,메탈라이프,032602,전자부품 제조업,"3,596,588","1,798,294,000","500",원(KRW),031-499-2817,"경기도 안산시 단원구 강촌로 213, 215(목내동) .",1460
376,058110,멕아이씨에스,032701,의료용 기기 제조업,"6,989,265","3,494,632,500","500",원(KRW),070-7119-2500,경기도 파주시 상지석길 21 ,1460
377,096640,멜파스,032602,전자부품 제조업,"29,094,696","14,547,348,000","500",원(KRW),031-707-2280,경기도 성남시 분당구 판교역로 225-14 ,1460
378,257370,명성티엔에스,032902,특수 목적용 기계 제조업,"6,440,809","3,220,404,500","500",원(KRW),053-582-3577,대구광역시 달서구 성서공단로25길 16 &nbsp,1460
379,080420,모다이노칩,074704,"섬유, 의복, 신발 및 가죽제품 소매업","79,721,622","39,860,811,000","500",원(KRW),031-315-7250,경기도 안산시 단원구  동산로27번길 42-7 이노칩테크놀러지(주) ,1460
380,080160,모두투어,147502,여행사 및 기타 여행보조 서비스업,"18,900,000","9,450,000,000","500",원(KRW),02-728-8000,서울특별시 중구  을지로 16 프레지던트호텔 5층 모두투어네트워크,1460
381,100030,모바일리더,105802,소프트웨어 개발 및 공급업,"3,283,714","1,641,857,000","500",원(KRW),02-2051-4151,서울특별시 강남구 테헤란로 131 16층 ,1460
382,087260,모바일어플라이언스,105802,소프트웨어 개발 및 공급업,"32,462,446","16,231,223,000","500",원(KRW),031-421-8071,경기도 안양시 동안구 시민대로 401 ,1460
383,101330,모베이스,032604,통신 및 방송 장비 제조업,"23,958,188","11,979,094,000","500",원(KRW),032-529-4200,경기도 화성시 동탄첨단산업1로 73 (영천동) ,1460
384,012860,모베이스전자,033003,자동차 신품 부품 제조업,"52,000,000","26,000,000,000","500",원(KRW),031-5174-3000,경기도 수원시 권선구 산업로156번길 100 (고색동) ,1460
385,250060,모비스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","32,171,314","3,217,131,400","100",원(KRW),02-3771-3423,경기도 성남시 분당구 판교로 253 이노밸리C동 2층 203호,1460
386,033200,모아텍,032602,전자부품 제조업,"14,331,185","7,665,592,500","500",원(KRW),032-810-9000,인천광역시 남동구  인주대로 698 (주)모아텍 ,1460
387,118990,모트렉스,033003,자동차 신품 부품 제조업,"39,001,039","3,900,103,900","100",원(KRW),070-4862-6100,경기도 성남시 분당구 황새울로258번길 25 서영빌딩 12층 ,1460
388,006920,모헨즈,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","10,920,000","5,460,000,000","500",원(KRW),02  -571 -3011,충남 충남시 풍세면 남관리 195 ,1460
389,001810,무림SP,031701,"펄프, 종이 및 판지 제조업","22,137,500","11,068,750,000","500",원(KRW),02  -3485-1603,서울특별시 강남구  강남대로 656 (신사동) ,1460
390,279600,미디어젠,105802,소프트웨어 개발 및 공급업,"4,638,281","2,319,140,500","500",원(KRW),02-6429-7171,경기도 성남시 분당구 성남대로331번길 8 킨스타워(정자동) 11층 1103호실 ,1460
391,028040,미래SCI,074601,상품 중개업,"44,979,502","22,489,751,000","500",원(KRW),043-710-0112,충북 청원군 옥산면 남촌리 1108-3 ,1460
392,095500,미래나노텍,032202,플라스틱제품 제조업,"24,815,084","12,407,542,000","500",원(KRW),043-710-1100,충청북도 청원군  옥산면 과학산업1로 16 미래나노텍(주),1460
393,218150,미래생명자원,031008,동물용 사료 및 조제식품 제조업,"18,671,428","1,867,142,800","100",원(KRW),02-2203-7397,"서울특별시 송파구 법원로9길 26 D동 506 ~ 512호(문정동, H business PARK)",1460
394,353490,미래에셋대우스팩 5호,116601,금융 지원 서비스업,"5,060,000","506,000,000","100",원(KRW),02-3774-7312,서울특별시 중구 을지로5길 26 미래에셋 센터원(Mirae Asset CENTER1) ,1460
395,328380,미래에셋대우스팩3호,116601,금융 지원 서비스업,"6,482,000","648,200,000","100",원(KRW),02-3774-8388,"서울특별시 중구 을지로5길 26(수하동, 미래에셋 센터원빌딩 이스트타워) &nbsp;",1460
396,333430,미래에셋대우스팩4호,116601,금융 지원 서비스업,"4,390,000","439,000,000","100",원(KRW),02-3774-3762,"서울특별시 중구 을지로5길 26(수하동, 미래에셋센터원 이스트타워) ",1460
397,100790,미래에셋벤처투자,116409,기타 금융업,"46,000,823","46,500,823,000","1,000",원(KRW),070-4800-2104,경기도 성남시 분당구 판교역로241번길 20 ,1460
398,049950,미래컴퍼니,032902,특수 목적용 기계 제조업,"8,362,306","4,181,153,000","500",원(KRW),(031)350-9801,경기도 화성시  양감면 정문송산로 69-12 ,1460
399,213090,미래테크놀로지,105802,소프트웨어 개발 및 공급업,"6,120,788","3,060,394,000","500",원(KRW),070-8890-1537,서울특별시 구로구 디지털로26길 123 지플러스코오롱디지털타워 907호,1460
400,207760,미스터블루,106309,기타 정보 서비스업,"24,746,635","2,474,663,500","100",원(KRW),02-337-0610,"서울특별시 마포구 월드컵북로6길 18 (동교동, 미스터블루빌딩)",1460
401,059090,미코,032601,반도체 제조업,"31,316,603","15,658,301,500","500",원(KRW),031-610-7967,경기도 안성시 대덕면 모산로 53 - ,1460
402,214610,미코바이오메드,032701,의료용 기기 제조업,"18,068,343","9,034,171,500","500",원(KRW),070-5227-6000,"경기도 성남시 수정구 창업로 54 가동 3층, 4층 ",1460
403,201490,미투온,105802,소프트웨어 개발 및 공급업,"31,257,770","15,628,885,000","500",원(KRW),02-515-2864,서울특별시 강남구 학동로 343 더피나클강남 6층 ,1460
404,950190,미투젠,105802,소프트웨어 개발 및 공급업,"12,889,592","0","0",홍콩달러(HKD),02-6004-3329,"Flat A,31/F, Montery Plaza, 15 Chong Yip Street, Kowloon, Hongkong ",1460
405,214180,민앤지,106309,기타 정보 서비스업,"12,362,476","6,341,238,000","500",원(KRW),02-929-4463,서울특별시 강남구 테헤란로34길 6 태광타워 13층 ,1460
406,206640,바디텍메드,032103,의료용품 및 기타 의약 관련제품 제조업,"23,486,560","23,486,560,000","1,000",원(KRW),02-2004-4938,강원도 춘천시 동내면 거두단지1길 43 -,1460
407,018700,바른손,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","29,471,487","29,471,487,000","1,000",원(KRW),02  -596-4411,"경기도 수원시 영통구 대학3로 1 5층 (이의동, 광교K타워)",1460
408,035620,바른손이앤에이,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","73,488,503","36,744,251,500","500",원(KRW),070-7609-1404,서울특별시 용산구 한남대로 130 볼보빌딩 3층 ,1460
409,064520,바른전자,032601,반도체 제조업,"73,686,477","36,843,238,500","500",원(KRW),031-8020-6000,경기도 화성시  동탄면 경기동로 548 ,1460
410,053030,바이넥스,032102,의약품 제조업,"31,751,048","15,875,524,000","500",원(KRW),(051)261-6611,부산광역시 사하구 다대로 368-3 ,1460
411,301300,바이브컴퍼니,105802,소프트웨어 개발 및 공급업,"5,394,170","2,697,085,000","500",원(KRW),02-565-0531,서울특별시 용산구 독서당로 97 (한남동) ,1460
412,064550,바이오니아,032103,의료용품 및 기타 의약 관련제품 제조업,"25,132,038","12,566,019,000","500",원(KRW),042-936-8500,대전광역시 대덕구  문평서로 8-11 (주)바이오니아 ,1460
413,208710,바이오로그디바이스,032602,전자부품 제조업,"28,870,357","2,887,035,700","100",원(KRW),031-831-3696,"경기도 용인시 수지구 광교중앙로 338 (상현동, 광교우미뉴브) B동 6층 ",1460
414,142760,바이오리더스,137001,자연과학 및 공학 연구개발업,"27,412,216","13,706,108,000","500",원(KRW),042-934-7671,"경기도 용인시 수지구 신수로 767 7층 (동천동, 분당수지유타워 지식산업센터) ",1460
415,086820,바이오솔루션,032101,기초 의약물질 및 생물학적 제제 제조업,"8,091,426","4,045,713,000","500",원(KRW),02-3446-8884,"서울특별시 노원구 공릉로 232 8층 803호(공릉동, 서울테크노파크)",1460
416,038460,바이오스마트,032602,전자부품 제조업,"20,087,800","10,043,900,000","500",원(KRW),02-3218-9000,서울특별시 성동구 광나루로 172- ,1460
417,086040,바이오톡스텍,137001,자연과학 및 공학 연구개발업,"14,625,123","7,312,561,500","500",원(KRW),043-210-7777,충청북도 청주시 청원구 오창읍 연구단지로 53 ,1460
418,032980,바이온,074603,음·식료품 및 담배 도매업,"62,785,551","31,392,775,500","500",원(KRW),02-516-0720,충청북도 청주시 청원구 오창읍 화산여천길 63-32 2층(여천리) ,1460
419,043150,바텍,032701,의료용 기기 제조업,"14,854,256","7,427,128,000","500",원(KRW),031-679-2000,경기도 화성시  삼성1로2길 13(석우동) ,1460
420,323990,박셀바이오,137001,자연과학 및 공학 연구개발업,"7,523,000","3,761,500,000","500",원(KRW),061-373-0046,전라남도 화순군 화순읍 산단길 12-55 ,1460
421,267790,배럴,031401,봉제의복 제조업,"7,885,500","3,942,750,000","500",원(KRW),02-335-3176,"서울특별시 강남구 논현로 709, 4층(논현동, 로얄빌딩) ",1460
422,046310,백금T&A,032604,통신 및 방송 장비 제조업,"16,247,615","8,123,807,500","500",원(KRW),031-488-7900,"경기도 군포시 엘에스로 153-18(산본동) L&C타워 4,5,6층 ",1460
423,036620,버추얼텍,074607,기타 전문 도매업,"69,111,364","34,555,682,000","500",원(KRW),02  -333 -3012,"서울특별시 서초구 방배로 162 서울시 서초구 방배로 162, 4층(예광빌딩) ",1460
424,066410,버킷스튜디오,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","34,941,142","17,470,571,000","500",원(KRW),(02)3452-5079,서울특별시 강남구 언주로135길 21 - ,1460
425,206400,베노홀딩스,105802,소프트웨어 개발 및 공급업,"22,073,879","11,036,939,500","500",원(KRW),02-3461-2150,서울특별시 강남구 언주로134길 4 IB타워 6층 ,1460
426,019010,베뉴지,074701,종합 소매업,"48,200,000","24,100,000,000","500",원(KRW),02-3665-0101,서울특별시 강남구 선릉로62길 15 ,1460
427,177350,베셀,032902,특수 목적용 기계 제조업,"11,192,368","5,596,184,000","500",원(KRW),031-683-3953,경기도 수원시 권선구 산업로155번길 281 -,1460
428,299910,베스파,105802,소프트웨어 개발 및 공급업,"8,071,688","4,035,844,000","500",원(KRW),02-6954-0889,"서울특별시 강남구 테헤란로83길 15, 제이엠빌딩 9층 &nbsp",1460
429,225530,보광산업,032309,기타 비금속 광물제품 제조업,"36,338,727","18,169,363,500","500",원(KRW),053-384-0881,대구광역시 북구 유통단지로3길 40 &nbsp,1460
430,250000,보라티알,074603,음·식료품 및 담배 도매업,"6,750,733","3,375,366,500","500",원(KRW),02-538-3373,"서울특별시 강남구 학동로 506, 4층 (삼성동, 보라빌딩) &nbsp",1460
431,006910,보성파워텍,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","46,073,059","23,036,529,500","500",원(KRW),031 -491 -0311,충청북도 충주시 주덕읍 대창길 70 -,1460
432,226340,본느,032004,기타 화학제품 제조업,"30,699,596","3,069,959,600","100",원(KRW),02-3787-2429,서울특별시 송파구 송파대로22길 5-15 -,1460
433,014470,부방,116409,기타 금융업,"60,052,260","30,026,130,000","500",원(KRW),02-2008-7272,서울특별시 강남구  삼성로 528 부방빌딩 ,1460
434,008470,부스타,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","8,404,800","4,202,400,000","500",원(KRW),043-536-9107,충청북도 진천군  이월면 고등2길 18 (주)부스타보일러 ,1460
435,100120,뷰웍스,032701,의료용 기기 제조업,"10,001,865","5,000,932,500","500",원(KRW),070-7011-6190,경기도 안양시 동안구 부림로 17041-3 ,1460
436,337930,브랜드엑스코퍼레이션,106309,기타 정보 서비스업,"19,062,968","9,531,484,000","500",원(KRW),02-6959-2362,"서울특별시 성동구 뚝섬로1길 63, 12층(성수동1가, 영창디지털타워) ",1460
437,066980,브레인콘텐츠,106309,기타 정보 서비스업,"158,418,281","79,209,140,500","500",원(KRW),02-2017-7933,서울특별시 강남구 테헤란로 325 어반벤치빌딩 14층 ,1460
438,064480,브리지텍,105802,소프트웨어 개발 및 공급업,"11,952,500","6,176,250,000","500",원(KRW),02-3430-4114,"서울특별시 영등포구 국제금융로2길 32 여의도파이낸스타워 17,18층 ",1460
439,288330,브릿지바이오,032101,기초 의약물질 및 생물학적 제제 제조업,"19,161,174","9,580,587,000","500",원(KRW),031-8092-3280,"경기도 성남시 분당구 판교로 255번길 58, 303호 (삼평동, 씨즈타워) ",1460
440,251630,브이원텍,032902,특수 목적용 기계 제조업,"15,050,580","7,525,290,000","500",원(KRW),031-607-5540,"경기도 성남시 분당구 대왕판교로 660, A-710 (삼평동, 유스페이스1) &nbsp",1460
441,018290,브이티지엠피,032603,컴퓨터 및 주변장치 제조업,"34,159,521","17,079,760,500","500",원(KRW),031 -943 -4600,경기도 파주시  산업단지길 139 (주)G.M.P ,1460
442,263920,블러썸엠앤씨,033309,그외 기타 제품 제조업,"13,723,172","6,861,586,000","500",원(KRW),032-722-3456,인천광역시 서구 원적로7번길 29 (주)에스엔피월드 ,1460
443,033560,블루콤,032605,영상 및 음향기기 제조업,"18,088,047","9,600,000,000","500",원(KRW),032-810-0500,인천광역시 연수구  벤처로 116 (주)블루콤 ,1460
444,126340,비나텍,032802,일차전지 및 축전지 제조업,"4,871,300","2,435,650,000","500",원(KRW),063-715-3020,전라북도 전주시 덕진구 운암로 15 &nbsp,1460
445,121800,비덴트,032604,통신 및 방송 장비 제조업,"45,502,014","22,751,007,000","500",원(KRW),070-8668-6611,"서울특별시 금천구  가산디지털1로 84 (가산동, 에이스하이엔드 8차 12층)",1460
446,148140,비디아이,032901,일반 목적용 기계 제조업,"18,524,318","9,262,159,000","500",원(KRW),02-2082-8890,경기도 화성시 팔탄면 서해로 1155 &nbsp,1460
447,082800,비보존 헬스케어,032601,반도체 제조업,"140,651,093","70,325,546,500","500",원(KRW),031-213-9200,경기도 용인시 처인구 남사면 삼인로 15 - ,1460
448,318410,비비씨,033309,그외 기타 제품 제조업,"5,403,683","2,701,841,500","500",원(KRW),042-932-9773,대전광역시 대덕구 대덕대로1448번길 210 ,1460
449,200780,비씨월드제약,032102,의약품 제조업,"8,892,384","1,778,476,800","200",원(KRW),031-881-6800,경기도 여주시 가남읍 여주남로 872-23 ,1460
450,141000,비아트론,032902,특수 목적용 기계 제조업,"12,114,710","6,057,355,000","500",원(KRW),070-4016-3200,경기도 수원시 권선구 산업로155번길 139 (고색동),1460
451,090460,비에이치,032602,전자부품 제조업,"33,472,688","16,736,344,000","500",원(KRW),032-510-2000,인천광역시 부평구  평천로199번길 25 ,1460
452,083650,비에이치아이,032901,일반 목적용 기계 제조업,"26,000,000","13,000,000,000","500",원(KRW),055-585-3800,경상남도 함안군  군북면 장백로 122 ,1460
453,086670,비엠티,032901,일반 목적용 기계 제조업,"8,146,529","4,073,264,500","500",원(KRW),055-783-1000,경상남도 양산시  산막공단남11길 35 (주)BMT ,1460
454,335890,비올,032701,의료용 기기 제조업,"54,740,000","5,474,000,000","100",원(KRW),031-8017-7893,"경기도 성남시 분당구 판교로 744 분당테크노파크 C동 808호,809호",1460
455,138580,비즈니스온,105802,소프트웨어 개발 및 공급업,"11,376,440","5,688,220,000","500",원(KRW),02-559-0800,서울특별시 성동구 광나루로 172 3층 ,1460
456,082920,비츠로셀,032802,일차전지 및 축전지 제조업,"21,539,152","10,769,576,000","500",원(KRW),041-330-0236,충청남도 당진시 합덕읍 인더스파크로 70 - ,1460
457,054220,비츠로시스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","21,559,978","10,779,989,000","500",원(KRW),(02)460-2000,서울특별시 서대문구 신촌역로 7 신촌푸르지오시티 3층 ,1460
458,042370,비츠로테크,116409,기타 금융업,"22,353,873","11,176,936,500","500",원(KRW),02  -4602-021,경기도 안산시 단원구  별망로 327 비츠로테크,1460
459,032850,비트컴퓨터,105802,소프트웨어 개발 및 공급업,"16,623,293","8,311,646,500","500",원(KRW),02  -3486-1234,서울특별시 서초구 서초대로74길 33 ,1460
460,238200,비피도,031007,기타 식품 제조업,"4,090,000","2,045,000,000","500",원(KRW),033-435-4962,강원도 홍천군 홍천읍 농공단지길 23-16 ,1460
461,093190,빅솔론,032603,컴퓨터 및 주변장치 제조업,"19,238,905","9,619,452,500","500",원(KRW),031-218-5500,"경기도 성남시 분당구  판교역로241번길 20 삼평동, 미래에셋벤처타워 7층,8층",1460
462,065450,빅텍,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","28,652,800","5,730,560,000","200",원(KRW),(031)631-7301,경기도 이천시  마장면 덕이로 180-31 ,1460
463,072950,빛샘전자,032602,전자부품 제조업,"6,000,000","3,000,000,000","500",원(KRW),031-288 -3420,경기도 용인시 기흥구  언동로 53-11 빛샘전자 (청덕동),1460
464,143240,사람인에이치알,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","11,659,263","5,829,631,500","500",원(KRW),02-2025-4733,서울특별시 구로구  디지털로34길 43 코오롱싸이언스밸리1차 201호,1460
465,100090,삼강엠앤티,032401,1차 철강 제조업,"35,092,674","17,546,337,000","500",원(KRW),055-391-7020,경상남도 고성군 동해면 내산리 159-13 ,1460
466,122350,삼기,033003,자동차 신품 부품 제조업,"38,087,327","3,808,732,700","100",원(KRW),031-680-0826,경기도 평택시 포승읍 도곡리 1217 ,1460
467,014970,삼륭물산,031702,"골판지, 종이 상자 및 종이용기 제조업","15,125,000","7,562,500,000","500",원(KRW),02-499-0091,경기도 파주시 월롱면 통일로644번길 35 ,1460
468,018310,삼목에스폼,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","14,700,000","7,350,000,000","500",원(KRW),02  -561 -0941,경기도 안성시  미양면 안성맞춤대로 474-40 ,1460
469,053700,삼보모터스,033003,자동차 신품 부품 제조업,"17,084,542","8,542,271,000","500",원(KRW),053-582-9230,대구광역시 달서구  성서동로 142 ,1460
470,009620,삼보산업,032402,1차 비철금속 제조업,"38,092,246","3,809,224,600","100",원(KRW),055 -552-7130 -,경상남도 창원시 진해구  남의로21번길 36 ,1460
471,023600,삼보판지,031701,"펄프, 종이 및 판지 제조업","16,170,000","8,085,000,000","500",원(KRW),031-319-6523,경기도 시흥시 공단1대로28번길 120 (정왕동) ,1460
472,111870,삼본전자,032605,영상 및 음향기기 제조업,"84,255,381","42,127,690,500","500",원(KRW),032-683-7300,경기도 부천시 오정구  삼작로107번길 52 ,1460
473,309930,삼성머스트스팩3호,116601,금융 지원 서비스업,"4,590,000","459,000,000","100",원(KRW),02-2020-7637,서울특별시 서초구 고무래로 6-6 선경빌딩 3층,1460
474,291230,삼성스팩2호,116601,금융 지원 서비스업,"7,550,000","755,000,000","100",원(KRW),02-2020-7562,서울특별시 서초구 서초대로74길 11 ,1460
475,009300,삼아제약,032102,의약품 제조업,"6,370,000","6,370,000,000","1,000",원(KRW),02-2056-7200,강원도 원주시 문막읍 동화공단로 49 ,1460
476,225190,삼양옵틱스,032703,사진장비 및 광학기기 제조업,"10,092,700","5,046,350,000","500",원(KRW),055-250-5600,경상남도 창원시 마산회원구 자유무역6길 123 ,1460
477,054540,삼영엠텍,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","13,000,000","6,772,413,500","500",원(KRW),(055)589-7000,경상남도 함안군 칠서면 삼칠로 631-35 ,1460
478,065570,삼영이엔씨,032604,통신 및 방송 장비 제조업,"8,800,000","4,400,000,000","500",원(KRW),(051)601-6666,부산광역시 영도구  상리로 69 ,1460
479,032280,삼일,084903,도로 화물 운송업,"16,213,590","16,213,590,000","1,000",원(KRW),054 -289 -1061,경상북도 포항시 남구 대송면 송덕로 125-15(옥명리) ,1460
480,002290,삼일기업공사,064101,건물 건설업,"12,400,000","6,200,000,000","500",원(KRW),02  -564 -3131,서울특별시 강남구  언주로 329 ,1460
481,037460,삼지전자,032604,통신 및 방송 장비 제조업,"16,318,522","8,309,261,000","500",원(KRW),02-850-8031,경기도 화성시 금곡로 63-27 삼지전자,1460
482,032750,삼진,032604,통신 및 방송 장비 제조업,"6,000,000","3,000,000,000","500",원(KRW),031 -467 -5847,경기도 안양시 만안구  안양천서로 81 (주)삼진 ,1460
483,054090,삼진엘앤디,033309,그외 기타 제품 제조업,"24,959,232","12,479,616,000","500",원(KRW),031-379-2000,경기도 화성시 동탄면 동탄기흥로 64-17 ,1460
484,000250,삼천당제약,032102,의약품 제조업,"22,768,041","11,384,020,500","500",원(KRW),02-2046-1235,경기도 화성시 향남읍 제약공단2길 71 ,1460
485,024950,삼천리자전거,074604,생활용품 도매업,"13,273,577","6,636,788,500","500",원(KRW),02  -2194-3021,서울특별시 강남구 테헤란로 445 (삼성동) ,1460
486,038500,삼표시멘트,032309,기타 비금속 광물제품 제조업,"107,357,173","53,678,586,500","500",원(KRW),02-3770-3000,강원도 삼척시  동양길 20 ,1460
487,017480,삼현철강,032401,1차 철강 제조업,"15,702,890","8,551,445,000","500",원(KRW),055 -252 -6060,경상남도 창원시 의창구 평산로70번길 36 -,1460
488,046390,삼화네트웍스,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","43,172,933","8,634,586,600","200",원(KRW),02-3454-1500,서울특별시 강남구 선릉로91길 8 신아트스페이스빌딩 5층,1460
489,027580,상보,032202,플라스틱제품 제조업,"46,710,586","23,355,293,000","500",원(KRW),031-987-9900,경기도 김포시 통진읍 대서명로 50 ,1460
490,038540,상상인,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","55,328,313","57,187,237,000","1,000",원(KRW),02-2167-8500,경기도 성남시 분당구 황새울로 358 -,1460
491,307870,상상인이안1호스팩,116601,금융 지원 서비스업,"4,750,000","475,000,000","100",원(KRW),02-3779-3337,"서울특별시 강남구 테헤란로 424 20층(대치동, 대치타워)",1460
492,329560,상상인이안제2호스팩,116601,금융 지원 서비스업,"3,850,000","385,000,000","100",원(KRW),02-3779-3140,"서울특별시 강남구 테헤란로 424 20층(대치동, 대치타워)",1460
493,101000,상상인인더스트리,032902,특수 목적용 기계 제조업,"63,320,603","31,660,301,500","500",원(KRW),055-720-3000,전라남도 광양시 광양읍 율촌산단3로 116 -,1460
494,091580,상신이디피,032802,일차전지 및 축전지 제조업,"13,094,591","6,547,295,500","500",원(KRW),041-583-5027,충청남도 천안시 서북구 직산읍 4산단6길 57 -,1460
495,263810,상신전자,032602,전자부품 제조업,"14,244,718","7,122,359,000","500",원(KRW),055-343-3826,경상남도 김해시 진영읍 본산로269번길 16-34 &nbsp,1460
496,089980,상아프론테크,032202,플라스틱제품 제조업,"15,724,765","7,862,382,500","500",원(KRW),032-451-7700,인천광역시 남동구  남동대로369번길 18 ,1460
497,042940,상지카일룸,064101,건물 건설업,"57,609,497","28,804,748,500","500",원(KRW),02-517-5174,"서울특별시 강남구 테헤란로4길 14 13층(역삼동, 미림타워) ",1460
498,042600,새로닉스,032602,전자부품 제조업,"12,423,574","6,211,787,000","500",원(KRW),054-463-7945,경상북도 구미시  수출대로9길 36 (주)새로닉스 ,1460
499,263540,샘코,033103,"항공기,우주선 및 부품 제조업","17,914,945","8,957,472,500","500",원(KRW),055-850-7700,경상남도 사천시 사남면 해안산업로 381 ,1460
500,294630,서남,032809,기타 전기장비 제조업,"20,365,160","10,182,580,000","500",원(KRW),031-655-4336,경기도 안성시 원곡면 승량길 52 &nbsp,1460
501,038070,서린바이오,074607,기타 전문 도매업,"8,000,676","4,000,338,000","500",원(KRW),031-628-3000,경기도 성남시 분당구 삼평동 694-1 코리아바이오파크(KOREA BIO PARK) A동 4층 ,1460
502,006730,서부T&D,095501,일반 및 생활 숙박시설 운영업,"58,140,444","29,070,222,000","500",원(KRW),02  -2689 -0035,서울특별시 양천구  신정로 167 ,1460
503,079650,서산,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","20,000,000","2,000,000,000","100",원(KRW),(062)950-5000,광주광역시 광산구  하남산단4번로 143 ,1460
504,100660,서암기계공업,032901,일반 목적용 기계 제조업,"12,600,000","6,300,000,000","500",원(KRW),062-960-5000,광주광역시 광산구  하남산단8번로 127-15 (안청동),1460
505,019770,서연탑메탈,032902,특수 목적용 기계 제조업,"11,650,000","5,825,000,000","500",원(KRW),032-820-3216,"인천광역시 남동구  청능대로410번길 40 고잔동,남동공단",1460
506,043710,서울리거,074607,기타 전문 도매업,"36,336,718","18,168,359,000","500",원(KRW),02-2138-5281,"서울특별시 강남구 논현로163길 10 4층(신사동,베드로빌딩) ",1460
507,092190,서울바이오시스,032601,반도체 제조업,"38,223,653","19,111,826,500","500",원(KRW),070-4391-8012,경기도 안산시 단원구 산단로163번길 65-16 (원시동) ,1460
508,046890,서울반도체,032601,반도체 제조업,"58,305,400","29,152,700,000","500",원(KRW),02-1566-2771,경기도 안산시 단원구 산단로 163번길 97-11 ,1460
509,063170,서울옥션,074601,상품 중개업,"16,917,500","8,458,750,000","500",원(KRW),02-395-0330~4,서울 종로구 평창동 98 ,1460
510,027040,서울전자통신,074605,기계장비 및 관련 물품 도매업,"69,588,847","34,794,423,500","500",원(KRW),032-723-4111,인천광역시 부평구 새벌로 4사무동 4층 ,1460
511,018680,서울제약,032102,의약품 제조업,"8,524,523","4,262,261,500","500",원(KRW),02-3470-2300,충청북도 청주시 흥덕구 오송읍 오송생명6로 124-31 서울제약 오송공장,1460
512,093920,서원인텍,032604,통신 및 방송 장비 제조업,"18,600,000","9,300,000,000","500",원(KRW),031-428-9500,경기도 군포시 공단로140번길 32-15 -,1460
513,189860,서전기전,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","9,698,780","4,849,390,000","500",원(KRW),02-2223-1000,경기도 이천시 대월면 대월로 667번길 38-19 (주)서전기전 (이천대월 일반산업단지 내),1460
